ACANTHACEAE#ADHATODA VASICA#QUERCETIN
RANUNCULACEAE#CLEMATIS INTEGRIFOLIA#QUERCETIN
RANUNCULACEAE#CLEMATIS MONTANA#QUERCETIN
RANUNCULACEAE#CLEMATIS PURPUREA_var.HYBRIDA#QUERCETIN#QUERCETIN-3-7-O-DIGLUCOSIDE
RANUNCULACEAE#CLEMATIS REHDERIANA#QUERCETIN
RANUNCULACEAE#CLEMATIS SERRATIFOLIA#QUERCETIN
RANUNCULACEAE#CLEMATIS VIORNA#QUERCETIN
RANUNCULACEAE#CLEMATIS VITALBA#QUERCETIN
RANUNCULACEAE#CONSOLIDA OLIVERIANA#QUERCETIN
RANUNCULACEAE#DELPHINIUM CAROLINIANUM#QUERCETIN(3'''-BENZOYL-2''-GLUCOSYL)-3-GLUCOSIDE-7-RHAMNOSIDE
RANUNCULACEAE#DELPHINIUM FREYNII#QUERCETIN
RANUNCULACEAE#DELPHINIUM HYBRIDUM_cv.BELLADONNA#
RANUNCULACEAE#DELPHINIUM PEREGRINUM#QUERCETIN
RANUNCULACEAE#DELPHINIUM SPECIOSUM#QUERCETIN
RANUNCULACEAE#GLAUCIDIUM PALMATUM#QUERCETIN-3-O-BETA-D-ALLOSIDE
RANUNCULACEAE#HELLEBORUS ATRORUBENS#QUERCETIN
RANUNCULACEAE#HELLEBORUS CYCLOPHYLLUS#QUERCETIN-3-TRIOSIDE
RANUNCULACEAE#HELLEBORUS FOETIDUS#QUERCETIN#QUERCETIN-3-(CAFFEOYLSOPHOROSIDE)-7-O-BETA-D-GLUCOSIDE
RANUNCULACEAE#HELLEBORUS NIGER#QUERCETIN
RANUNCULACEAE#HELLEBORUS NIGER_ssp.MACRANTHUS#QUERCETIN
RANUNCULACEAE#HYDRASTIS CANADENSIS#QUERCETIN
RANUNCULACEAE#NIGELLA ARVENSIS#QUERCETIN
RANUNCULACEAE#NIGELLA DAMASCENA#QUERCETIN
RANUNCULACEAE#NIGELLA SATIVA#QUERCETIN-3-O-(6-FERULOYL-BETA-GLUCOPYRANOSYL)-(1-2)-BETA-GALACTOPYRANOSYL-(1-2)-BETA-GLUCOPYRANOSIDE#QUERCETIN-3-O-BETA-GLUCOPYRANOSYL-(1-2)-O-BETA-GALACTOPYRANOSYL-(1-2)-BETA-GLUCOPYRANOSIDE
RANUNCULACEAE#PULSATILLA VULGARIS#QUERCETIN
RANUNCULACEAE#RANUNCULUS ACONITIFOLIUS#QUERCETIN
RANUNCULACEAE#RANUNCULUS ACRIS#QUERCETIN
RANUNCULACEAE#RANUNCULUS AQUATILIS#QUERCETIN#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS BAUDOTII#QUERCETIN
RANUNCULACEAE#RANUNCULUS BITERNATUS#QUERCETIN-3-DIGLUCOSIDE-7-GLUCOSIDE#QUERCETIN-3-O-BETA-D-(2-TRANS-FERULYL-BETA-D-GLUCOPYRANOSYL(1-2)-GLUCOPYRANOSIDE)-7-O-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-O-[2''-O-(1'''-TRANS-CAFFEYL)-BETA-D-XYLOPYRANOSYL]-BETA-D-GLUCOPYRANOSIDE]-7-O-BETA-D-GLUCOPYRANOSIDE
RANUNCULACEAE#RANUNCULUS CHIUS#QUERCETIN
RANUNCULACEAE#RANUNCULUS FICARIA#QUERCETIN-3-O-BETA-D-(6''-ALPHA-L-RHAMNOPYRANOSYL)-GLUCOPYRANOSIDE#QUERCETIN-3-O-[ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE
RANUNCULACEAE#RANUNCULUS FLAMMULA#QUERCETIN
RANUNCULACEAE#RANUNCULUS FLUITANS#QUERCETIN-3-(6''-MALONYL-GLUCOSIDE)-7-GLUCOSIDE#QUERCETIN-3-(X''-MALONYL-GLUCOSIDE)#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS GLACIALIS#QUERCETIN
RANUNCULACEAE#RANUNCULUS GRAMINEUS#QUERCETIN
RANUNCULACEAE#RANUNCULUS HEDERACEUS#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS HYBRIDUS#QUERCETIN
RANUNCULACEAE#RANUNCULUS LANUGINOSUS#QUERCETIN#QUERCETIN-3-O-(2-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSYL-7-O-BETA-D-GLUCOPYRANOSIDE
RANUNCULACEAE#RANUNCULUS LINGUA#QUERCETIN
RANUNCULACEAE#RANUNCULUS MONTANUS#QUERCETIN
RANUNCULACEAE#RANUNCULUS MOSELEYI#QUERCETIN-3-DIGLUCOSIDE-7-GLUCOSIDE#QUERCETIN-3-O-[2''-O-(1'''-TRANS-CAFFEYL)-BETA-D-XYLOPYRANOSYL]-BETA-D-GLUCOPYRANOSIDE]-7-O-BETA-D-GLUCOPYRANOSIDE
RANUNCULACEAE#RANUNCULUS PELTATUS_ssp.BAUDOTII#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS PELTATUS_ssp.PELTATUS#QUERCETIN-3-(2''-CAFFEYL-SOPHOROSIDE)#QUERCETIN-3-7-DIGLUCOSIDE#QUERCETIN-3-CAFFEYL-SOPHOROSIDE-4-7-FERULYL-GLUCOSIDE#QUERCETIN-3-CAFFEYL-SOPHOROSIDE-7-CAFFEYL-GLUCOSIDE#QUERCETIN-3-RUTINOSIDE-7-GLUCOSIDE#QUERCETIN-3-SOPHOROSIDE
RANUNCULACEAE#RANUNCULUS PELTATUS_ssp.SANICULIFOLIUS#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS PENICILLATUS_ssp.PENICILLATUS#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS PENICILLATUS_ssp.PSEUDOFLUITANS#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS PSEUDOTRULLIFOLIUS#QUERCETIN-3-DIGLUCOSIDE-7-GLUCOSIDE#QUERCETIN-3-O-[2''-O-(1'''-TRANS-CAFFEYL)-BETA-D-XYLOPYRANOSYL]-BETA-D-GLUCOPYRANOSIDE]-7-O-BETA-D-GLUCOPYRANOSIDE
RANUNCULACEAE#RANUNCULUS PYRENAEUS#QUERCETIN
RANUNCULACEAE#RANUNCULUS REPENS#QUERCETIN
RANUNCULACEAE#RANUNCULUS RIONII#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS SPHAEROSPERMUS#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#RANUNCULUS THORA#QUERCETIN
RANUNCULACEAE#RANUNCULUS TRICHOPHYLLUS#QUERCETIN-3-(6''-MALONYL-GLUCOSIDE)-7-GLUCOSIDE#QUERCETIN-3-7-DIGLUCOSIDE
RANUNCULACEAE#THALICTRUM MEDIUM#QUERCETIN
RANUNCULACEAE#TROLLIUS LEDEBOURII#QUERCETIN-3-O-NEOHESPERIDOSIDE
RESEDACEAE#OCHRADENUS BACCATUS#QUERCETIN#QUERCETIN-3-GENTIOBIOSIDE
RESEDACEAE#RESEDA MURICATA#QUERCETIN
RESEDACEAE#RESEDA PHYTEUMA#QUERCETIN
RESTIONACEAE#CHONDROPETALUM ANDRAEANUM#QUERCETIN
RESTIONACEAE#CHONDROPETALUM CHARTACEUM#QUERCETIN
RESTIONACEAE#CHONDROPETALUM MICROCARPUM#QUERCETIN
RESTIONACEAE#CHONDROPETALUM PANICULATUM#QUERCETIN
RESTIONACEAE#RESTIO TETRAPHYLLUS#QUERCETIN
RHAMNACEAE#BERCHEMIA FORMOSANA#QUERCETIN
RHAMNACEAE#BERCHEMIA RACEMOSA#QUERCETIN
RHAMNACEAE#CEANOTHUS AMERICANUS#QUERCETIN#QUERCETIN-3-O-(RHAMNO-GLUCO-RHAMNOSIDE)
RHAMNACEAE#CEANOTHUS FENDLERI#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-O-BETA-D-GALACTOPYRANOSIDE
RHAMNACEAE#COLUBRINA FARALAOTRA_ssp.TRICHOCARPA#QUERCETIN
RHAMNACEAE#HOVENIA ACERBA#QUERCETIN
RHAMNACEAE#HOVENIA DULCIS#QUERCETIN
RHAMNACEAE#KARWINSKIA HUMBOLDTIANA#QUERCETIN
RHAMNACEAE#PALIURUS SPINA-CHRISTI#QUERCETIN-3-O-RHAMNOGLUCOSIDE-4'-O-GLUCOSIDE
RHAMNACEAE#RHAMNELLA GILGITICA#QUERCETIN
RHAMNACEAE#RHAMNUS ALATERNUS_ssp.MYRTIFOLIA#QUERCETIN
RHAMNACEAE#RHAMNUS CATHARTICA#QUERCETIN
RHAMNACEAE#RHAMNUS DISPERMA#QUERCETIN#QUERCETIN-3-4'-DI-O-ALPHA-L-RHAMNOPYRANOSIDE#QUERCETIN-3-O-BETA-D-RHAMNOSIDE
RHAMNACEAE#RHAMNUS FRANGULA#QUERCETIN
RHAMNACEAE#RHAMNUS LYCIOIDES#QUERCETIN
RHAMNACEAE#RHAMNUS NAKAHARAI#QUERCETIN
RHAMNACEAE#RHAMNUS PALLASII#QUERCETIN
RHAMNACEAE#RHAMNUS PRINOIDES#QUERCETIN
RHAMNACEAE#RHAMNUS TAQUETII#QUERCETIN
RHAMNACEAE#ZIZIPHUS JUJUBA#QUERCETIN-3-O-DIGLUCOSIDE#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
RHAMNACEAE#ZIZIPHUS JUJUBA_var.INERMIS#QUERCETIN-3-O-ALPHA-RHAMNOPYRANOSYL(1-6)-BETA-D-GALACTOPYRANOSIDE
RHAMNACEAE#ZIZIPHUS JUJUBA_var.SPINOSA#QUERCETIN
RHAMNACEAE#ZIZIPHUS LOTUS#QUERCETIN-4'-O-ALPHA-L-RHAMNOPYRANOSYL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1''''-6'''')-BETA-D-GLUCOPYRANOSIDE
RHAMNACEAE#ZIZIPHUS MAURITIANA_var.SPINOSA#QUERCETIN
RHAMNACEAE#ZIZIPHUS MISTOL#QUERCETIN-3-O-RHAMNOSE-GALACTOSIDE
RHAMNACEAE#ZIZIPHUS RUGOSA#QUERCETIN
RHAMNACEAE#ZIZIPHUS SPINA-CHRISTI#QUERCETIN#QUERCETIN-3-O-[BETA-XYLOSYL(1-2)-ALPHA-RHAMNOSIDE]-4'-O-ALPHA-RHAMNOSIDE#QUERCETIN-3-XYLOSYL-(1-2)-RHAMNOSIDE-4'-RHAMNOSIDE
RHIZOBIACEAE#RHIZOBIUM JAPONICUM#QUERCETIN
RHIZOBIACEAE#RHIZOBIUM MELILOTI#QUERCETIN
RHIZOBIACEAE#RHIZOBIUM PHASEOLI#QUERCETIN
RHODOMELACEAE#ACANTHOPHORA SPICIFERA#QUERCETIN
ROSACEAE#AGRIMONIA EUPATORIA#QUERCETIN#QUERCETIN-3'-O-BETA-D-GLUCOSIDE
ROSACEAE#AGRIMONIA PILOSA#QUERCETIN
ROSACEAE#ALCHEMILLA SPECIOSA#QUERCETIN#QUERCETIN-3-O-BETA-D-SAMBUBIOSIDE-7-O-BETA-D-GLUCOPYRANOSIDE
ROSACEAE#ALCHEMILLA TIANSCHANICA#QUERCETIN
ROSACEAE#ALCHEMILLA VULGARIS#QUERCETIN#QUERCETIN-3-O-ALPHA-D-ARABINOFURANOSIDE
ROSACEAE#AMELANCHIER ALNIFOLIA#QUERCETIN
ROSACEAE#AMELANCHIER OLIGOCARPA#QUERCETIN
ROSACEAE#AMELANCHIER SANGUINEA#QUERCETIN
ROSACEAE#AMELANCHIER SPICATA#QUERCETIN
ROSACEAE#ARONIA MELANOCARPA#QUERCETIN-3-O-ALPHA-L-ARABINOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-O-GALACTOSIDE
ROSACEAE#CHAENOMELES SINENSIS#QUERCETIN
ROSACEAE#COLEOGYNE RAMOSISSIMA#QUERCETIN-3-O-BETA-XYLOPYRANOSIDE
ROSACEAE#COTONEASTER ACUTIFOLIUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER APICULATUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER DIVARICATUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER FRANCHETII#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER GLABRATUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER MULTIFLORUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER OBSCURUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER OLIGANTHA#QUERCETIN-3-O-BETA-D-GLUCOSYL-(1-6)-GLUCOSIDE
ROSACEAE#COTONEASTER ORBICULARIS#QUERCETIN,ISO:
ROSACEAE#COTONEASTER SALICIFOLIUS_var.FLOCCOSUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER SOONGORICUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER WILSONII#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COTONEASTER ZABELII#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ROSACEAE#COWANIA MEXICANA_var.STANSBURIANA#QUERCETIN
ROSACEAE#CRATAEGUS ALTAICA#QUERCETIN
ROSACEAE#CRATAEGUS CHLOROSARCA#QUERCETIN
ROSACEAE#CRATAEGUS CUNEATA#QUERCETIN
ROSACEAE#CRATAEGUS DAHURICA#QUERCETIN
ROSACEAE#CRATAEGUS HUPEHENSIS#QUERCETIN
ROSACEAE#CRATAEGUS KANSUENSIS#QUERCETIN
ROSACEAE#CRATAEGUS MAXIMOWICZII#QUERCETIN
ROSACEAE#CRATAEGUS MICROPHYLLA#QUERCETIN
ROSACEAE#CRATAEGUS MONOGYNA#QUERCETIN
ROSACEAE#CRATAEGUS ORIENTALIS#QUERCETIN
ROSACEAE#CRATAEGUS OXYACANTHA#QUERCETIN
ROSACEAE#CRATAEGUS PENTAGYNA#QUERCETIN
ROSACEAE#CRATAEGUS PINNATIFIDA#QUERCETIN#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GALACTOPYRANOSIDE#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANSOYL(1-6)-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-O-BETA-D-GLUCOSYL-(4-1)-ALPHA-L-RHAMNOSIDE
ROSACEAE#CRATAEGUS PINNATIFIDA_var.MAJOR#QUERCETIN
ROSACEAE#CRATAEGUS PINNATIFIDA_var.PILOSA#QUERCETIN#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GALACTOPYRANOSIDE
ROSACEAE#CRATAEGUS SANGUINEA#QUERCETIN
ROSACEAE#CRATAEGUS SCABRIFOLIA#QUERCETIN
ROSACEAE#CRATAEGUS SINAICA#QUERCETIN
ROSACEAE#CRATAEGUS SONGORICA#QUERCETIN
ROSACEAE#CRATAEGUS SPECIES#QUERCETIN
ROSACEAE#CRATAEGUS STEVENII#QUERCETIN
ROSACEAE#CRATAEGUS WILSONII#QUERCETIN
ROSACEAE#DOCYNIA DELAVAYI#QUERCETIN
ROSACEAE#DRYAS OCTOPETALA#QUERCETIN#QUERCETIN,3-O-BETA-L-ARABINOPYRANOSYL:
ROSACEAE#ERIOBOTRYA JAPONICA#QUERCETIN#QUERCETIN-3-O-SAMBUBIOSIDE#QUERCETIN-3-O-SOPHOROSIDE#QUERCETIN-3-SAMBUBIOSIDE
ROSACEAE#EXOCHORDA RACEMOSA#QUERCETIN
ROSACEAE#FILIPENDULA FORMOSA#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GALACTOPYRANOSIDE
ROSACEAE#FILIPENDULA PURPUREA#QUERCETIN
ROSACEAE#FILIPENDULA ULMARIA#QUERCETIN#QUERCETIN-3'-O-BETA-D-GLUCOSIDE
ROSACEAE#FILIPENDULA ULMARIA_ssp.DENUDATA#QUERCETIN
ROSACEAE#FILIPENDULA ULMARIA_ssp.ULMARIA#QUERCETIN
ROSACEAE#FRAGARIA ANANASSA#QUERCETIN
ROSACEAE#GEUM RIVALE#QUERCETIN
ROSACEAE#HOLODISCUS DISCOLOR_var.ARIAEFOLIUS#QUERCETIN
ROSACEAE#KAGENECKIA ANGUSTIFOLIA#QUERCETIN
ROSACEAE#LINDLEYA MESPILOIDES#QUERCETIN
ROSACEAE#LUETKEA PECTINATA#QUERCETIN#QUERCETIN-3-O-DIGLYCOSIDE
ROSACEAE#LYONOTHAMNUS FLORIBUNDUS#QUERCETIN
ROSACEAE#MALUS SYLVESTRIS#QUERCETIN#QUERCETIN,ISO:
ROSACEAE#MALUS SYLVESTRIS_cv.ELSTAR#QUERCETIN
ROSACEAE#MALUS SYLVESTRIS_cv.GOLDEN#QUERCETIN#QUERCETIN-3-O-ALPHA-D-GALACTOSIDE
ROSACEAE#MALUS SYLVESTRIS_cv.GRANNY#QUERCETIN
ROSACEAE#MALUS SYLVESTRIS_cv.JAMES#QUERCETIN
ROSACEAE#MALUS SYLVESTRIS_cv.JONAGOLD#QUERCETIN
ROSACEAE#MALUS SYLVESTRIS_cv.NA#QUERCETIN,ISO:
ROSACEAE#MALUS SYLVESTRIS_cv.SAN#QUERCETIN,ISO:
ROSACEAE#MALUS SYLVESTRIS_cv.SCUGOG#
ROSACEAE#MARGYRICARPUS SETOSUS#QUERCETIN-3-O-(6''-PARA-COUMAROYL)-BETA-D-GLUCOSIDE
ROSACEAE#MESPILUS GERMANICA#QUERCETIN#QUERCETIN-3-O-L-RHAMNOSYL-D-XYLOSIDE
ROSACEAE#PARAGEUM MONTANUM#QUERCETIN
ROSACEAE#POLYLEPIS INCANA#QUERCETIN
ROSACEAE#POTENTILLA ANSERINA#QUERCETIN-3-O-BETA-D-SAMBUBIOSIDE
ROSACEAE#POTENTILLA AREATA#QUERCETIN
ROSACEAE#POTENTILLA FRAGARIOIDES#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSYL-BETA-D-XYLOPYRANOSIDE
ROSACEAE#POTENTILLA FRUTICOSA#QUERCETIN#QUERCETIN-3-O-ALPHA-L-ARABINOPYRANOSIDE
ROSACEAE#POTENTILLA REPTANS#QUERCETIN#QUERCETIN-3-7-DIGLUCURONIDE
ROSACEAE#POTERIUM POLYGAMUM#QUERCETIN
ROSACEAE#PRUNUS ARMENIACA#QUERCETIN
ROSACEAE#PRUNUS AVIUM_cv.GROSSE#QUERCETIN-3-RUTINOSYL-3'-7-DIGLUCOSIDE
ROSACEAE#PRUNUS AVIUM_cv.SCHATTENMORELE#QUERCETIN
ROSACEAE#PRUNUS CERASUS#QUERCETIN
ROSACEAE#PRUNUS CERASUS_cv.MONTMORENCY#QUERCETIN-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE
ROSACEAE#PRUNUS CERASUS_cv.SCHATTENMORELLE#QUERCETIN-3-RUTINOSYL-3'-7-DIGLUCOSIDE
ROSACEAE#PRUNUS DOMESTICA#QUERCETIN
ROSACEAE#PRUNUS DONARIUM#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE
ROSACEAE#PRUNUS DULCIS#QUERCETIN#QUERCETIN-3-DIGLUCOSIDE
ROSACEAE#PRUNUS MUME#QUERCETIN-3-O-(2''-6''-ALPHA-L-DIRHAMNOPYRANOSYL)-BETA-D-GALACTOPYRANOSIDE#QUERCETIN-3-O-NEOHESPERIDOSIDE#QUERCETIN-3-O-RHAMNOSYL(1-6)-GALACTOSIDE
ROSACEAE#PRUNUS PERSICA#QUERCETIN#QUERCETIN-3-DIGLUCOSIDE#QUERCETIN-3-O-BETA-D-DIGLUCOSIDE
ROSACEAE#PRUNUS PERSICA_cv.BATSCH#QUERCETIN
ROSACEAE#PRUNUS PROSTRATA#
ROSACEAE#PRUNUS SPINOSA#QUERCETIN#QUERCETIN-3-O-(2''-O-BETA-D-GLUCOPYRANOSYL)-ALPHA-L-ARABINOFURANOSIDE#QUERCETIN-3-O-BETA-D-XYLOPYRANOSIDE#QUERCETIN-3-XYLOSIDE
ROSACEAE#PYRUS COMMUNIS#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE#QUERCETIN-3-O-BETA-D-(6''-O-ALPHA-L-RHAMNOPYRANOSYL)-GLUCOPYRANOSIDE#QUERCETIN-3-O-GLUCOMALATE
ROSACEAE#PYRUS COMMUNIS_cv.ALEXANDER#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.BEURRE#QUERCETIN
ROSACEAE#PYRUS COMMUNIS_cv.BLANCA#QUERCETIN-3-DIGLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.CLAPPS#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.CONFERENCE#QUERCETIN
ROSACEAE#PYRUS COMMUNIS_cv.DOYENNE#QUERCETIN
ROSACEAE#PYRUS COMMUNIS_cv.GELLERTS#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.GUTE#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.JULES#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.KOSTLICHE#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.TREVEUX#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.VEREINSDECHANT#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS COMMUNIS_cv.WILLIAMS#QUERCETIN-3-O-(6''-O-MALONYL)-BETA-GLUCOSIDE
ROSACEAE#PYRUS PYRASTER#QUERCETIN
ROSACEAE#PYRUS SPECIES#QUERCETIN-3-O-BETA-D-GLUCOSYL-ARABINOSIDE
ROSACEAE#QUILLAJA BRASILIENSIS#QUERCETIN
ROSACEAE#QUILLAJA SAPONARIA#QUERCETIN
ROSACEAE#QUILLAJA SELLOWIANA#QUERCETIN
ROSACEAE#ROSA ARABICA#QUERCETIN#QUERCETIN-3-O-BETA-(6''-GALLOYL)-GALACTOPYRANOSIDE
ROSACEAE#ROSA BELLA#QUERCETIN
ROSACEAE#ROSA CHINENSIS#QUERCETIN
ROSACEAE#ROSA DAMASCENA#QUERCETIN#QUERCETIN-3-O-BETA-D-GLUCOSYL-GALACTOSIDE
ROSACEAE#ROSA DAVIDII#QUERCETIN
ROSACEAE#ROSA DAVURICA#QUERCETIN
ROSACEAE#ROSA HYBRIDA#QUERCETIN
ROSACEAE#ROSA LUTEA#QUERCETIN
ROSACEAE#ROSA MULTIBRACTEATA#QUERCETIN
ROSACEAE#ROSA MULTIFLORA#QUERCETIN-3-O-BETA-D-GLYCOSYL-(1-4)-ALPHA-L-RHAMNOSIDE#QUERCETIN-3-XYLOSIDE
ROSACEAE#ROSA RUGOSA#QUERCETIN
ROSACEAE#ROSA SAMBUCINA_var.PUBESCENS#QUERCETIN
ROSACEAE#ROSA SERICEA#QUERCETIN
ROSACEAE#ROSA SOULIEANA#QUERCETIN
ROSACEAE#ROSA SPECIES#QUERCETIN-4'-O-GLUCOSIDE
ROSACEAE#ROSA TAIWANENSE#QUERCETIN
ROSACEAE#RUBUS AMABILIS#QUERCETIN-3-O-BETA-D-GLUCOSIDE-2''-GALLATE
ROSACEAE#RUBUS COREANUS#QUERCETIN
ROSACEAE#RUBUS CRATAEGIFOLIUS#QUERCETIN-3-O-ALPHA-L-ARABINOFURANANOSYL(1-2)-BETA-D-XYLOPYRANOSYL(1-2)-BETA-D-GALACTOPYRANOSIDE
ROSACEAE#RUBUS IDAEUS#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE#QUERCETIN-3-O-BETA-D-GLUCORONIDE
ROSACEAE#RUBUS IDAEUS_cv.NORNA#QUERCETIN
ROSACEAE#RUBUS PHOENICOLASIUS#
ROSACEAE#RUBUS PLICATUS#QUERCETIN
ROSACEAE#RUBUS SANCTUS#QUERCETIN
ROSACEAE#RUBUS SAXATILIS#QUERCETIN
ROSACEAE#RUBUS SPECIES_var.AMTRONG#QUERCETIN-3-O-(6''-(3-HYDROXY-3-METHYL-GLUTAROYL)-BETA-GALACTOSIDE
ROSACEAE#RUBUS SPECIES_var.BLACK#QUERCETIN-3-O-(6''-(3-HYDROXY-3-METHYL-GLUTAROYL)-BETA-GALACTOSIDE
ROSACEAE#RUBUS SPECIES_var.DIRKSON#QUERCETIN-3-O-(6''-(3-HYDROXY-3-METHYL-GLUTAROYL)-BETA-GALACTOSIDE
ROSACEAE#RUBUS SPECIES_var.JACKSON#QUERCETIN-3-O-(6''-(3-HYDROXY-3-METHYL-GLUTAROYL)-BETA-GALACTOSIDE
ROSACEAE#RUBUS SPECIES_var.JAMES#QUERCETIN-3-O-(6''-(3-HYDROXY-3-METHYL-GLUTAROYL)-BETA-GALACTOSIDE
ROSACEAE#RUBUS SPECIES_var.LUCRETIA#QUERCETIN-3-O-(6''-(3-HYDROXY-3-METHYL-GLUTAROYL)-BETA-GALACTOSIDE
ROSACEAE#RUBUS SPECIES_var.THEODOR#QUERCETIN-3-O-(6''-(3-HYDROXY-3-METHYL-GLUTAROYL)-BETA-GALACTOSIDE
ROSACEAE#RUBUS SPECIES_var.THORNLESS#QUERCETIN-3-O-(6''-(3-HYDROXY-3-METHYL-GLUTAROYL)-BETA-GALACTOSIDE
ROSACEAE#RUBUS ULMIFOLIUS#QUERCETIN
ROSACEAE#SANGUISORBA HAKUSANENSIS#QUERCETIN,ISO:
ROSACEAE#SANGUISORBA MINOR#QUERCETIN#QUERCETIN-3-O-BETA-GALACTOSIDE
ROSACEAE#SANGUISORBA MINOR_ssp.MAGNOLII#QUERCETIN
ROSACEAE#SANGUISORBA OFFICINALIS#QUERCETIN-3-GALACTOSIDE-7-GLUCOSIDE
ROSACEAE#SORBARIA SORBIFOLIA#
ROSACEAE#SORBUS ARIA#QUERCETIN
ROSACEAE#SORBUS AUCUPARIA#QUERCETIN#QUERCETIN,ISO:#QUERCETIN-3-BETA-SOPHOROSIDE#QUERCETIN-3-O-BETA-GENTIOBIOSIDE
ROSACEAE#SORBUS COMMIXTA#QUERCETIN
ROSACEAE#SORBUS QUERCIFOLIA#QUERCETIN-3-O-BETA-D-GENTIOBIOSIDE
ROSACEAE#SORBUS TORMINALIS#QUERCETIN
ROSACEAE#SPIRAEA FORMOSANA#QUERCETIN
ROSACEAE#SPIRAEA SALICIFOLIA#QUERCETIN-3-O-(6''-O-ALPHA-L-ARABINOPYRANOSYL)-BETA-D-GALACTOPYRANOSIDE
ROSACEAE#SPIRAEA VESTITA#QUERCETIN
ROSACEAE#VAUQUELINIA CALIFORNICA#QUERCETIN
ROSACEAE#VAUQUELINIA CORYMBOSA#QUERCETIN
RUBIACEAE#ADINA CORDIFOLIA#QUERCETIN,3-4'-5-7-TETRAACETYL:
