ACANTHACEAE#ADHATODA VASICA#QUERCETIN
ASTERACEAE#ACHILLEA BIEBERSTEINII#QUERCETIN#QUERCETIN-3-O-GLYCOSIDE
ASTERACEAE#ACHILLEA CAPPADOCICA#QUERCETIN-3-O-GLYCOSIDE
ASTERACEAE#ACHILLEA CERETANICA#
ASTERACEAE#ACHILLEA CLAVENNAE_var.CAPITATA#
ASTERACEAE#ACHILLEA CLUSIANA#
ASTERACEAE#ACHILLEA CLYPEOLATA#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ASTERACEAE#ACHILLEA COARCTATA#
ASTERACEAE#ACHILLEA COLLINA#
ASTERACEAE#ACHILLEA CRITHMIFOLIA#QUERCETIN#QUERCETIN-3-O-GLYCOSIDE
ASTERACEAE#ACHILLEA CUCULLATA#
ASTERACEAE#ACHILLEA DISTANS#
ASTERACEAE#ACHILLEA ERBA-ROTTA#
ASTERACEAE#ACHILLEA FILIPENDULINA#
ASTERACEAE#ACHILLEA FRAGRANTISSIMA#QUERCETIN,3-METHOXY:
ASTERACEAE#ACHILLEA GERBERI#
ASTERACEAE#ACHILLEA GRANDIFOLIA#QUERCETIN-3-O-GLYCOSIDE
ASTERACEAE#ACHILLEA HOLOSERICEA#QUERCETIN
ASTERACEAE#ACHILLEA HYBRIDA#
ASTERACEAE#ACHILLEA KOTSCHYI#
ASTERACEAE#ACHILLEA KRACSHENINNIKOVII#QUERCETIN
ASTERACEAE#ACHILLEA LATILOBA#
ASTERACEAE#ACHILLEA LIGUSTICA#
ASTERACEAE#ACHILLEA MACROPHYLLA#
ASTERACEAE#ACHILLEA MILLEFOLIUM#QUERCETIN
ASTERACEAE#ACHILLEA MILLEFOLIUM_ssp.SUDETICA#
ASTERACEAE#ACHILLEA MOSCHATA#
ASTERACEAE#ACHILLEA MUCRONULATA#
ASTERACEAE#ACHILLEA MULTIFIDA#
ASTERACEAE#ACHILLEA NANA#
ASTERACEAE#ACHILLEA NOBILIS#QUERCETIN-3-O-ALPHA-ARABINOPYRANOSYL(1'''-6'')-BETA-GLUCOPYRANOSIDE
ASTERACEAE#ACHILLEA OXYLOBA#
ASTERACEAE#ACHILLEA PANNONICA#
ASTERACEAE#ACHILLEA PAUCILOBA#QUERCETIN-3-O-GLYCOSIDE
ASTERACEAE#ACHILLEA ROSEO-ALBA#QUERCETIN-3-O-[BETA-APIOFURANOSYL(1'''-2'')-BETA-D-GLUCOPYRANOSIDE]
ASTERACEAE#ACHILLEA RUPESTRIS#QUERCETIN-3-O-GLYCOSIDE
ASTERACEAE#ACHILLEA SCHURII#
ASTERACEAE#ACHILLEA SETACEA#QUERCETIN-3-GLYCOSIDE
ASTERACEAE#ACHILLEA SIBIRICA#
ASTERACEAE#ACHILLEA SIEHAENA#
ASTERACEAE#ACHILLEA STRICTA#
ASTERACEAE#ACHILLEA TENUIFOLIA#
ASTERACEAE#ACHILLEA TOMENTOSA#
ASTERACEAE#ACHILLEA UMBELLATA#
ASTERACEAE#ACHILLEA VANDASII#
ASTERACEAE#ACHILLEA VIRESCENS#
ASTERACEAE#ACHILLEA VULGARIS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ASTERACEAE#ACHYROCLINE ALATA#QUERCETIN
ASTERACEAE#ACHYROCLINE FLACCIDA#QUERCETIN
ASTERACEAE#ACHYROCLINE SATUREIOIDES#QUERCETIN
ASTERACEAE#ACHYROCLINE TOMENTOSA#
ASTERACEAE#AGERATINA ARBUTIFOLIA#
ASTERACEAE#AGERATINA CALOPHYLLA#QUERCETIN#QUERCETIN,6-C-GLUCOSYL:
ASTERACEAE#AGERATINA ESPINOSARA#QUERCETIN
ASTERACEAE#AGERATINA SALTILLENSIS#QUERCETIN#QUERCETIN,6-METHOXY:
ASTERACEAE#AGERATUM CONYZOIDES#QUERCETIN
ASTERACEAE#AGERATUM MEXICANUM#QUERCETIN-3-7-DI-O-GLUCOSIDE
ASTERACEAE#AJANIA SPECIES#QUERCETIN
ASTERACEAE#ALLAGOPAPPUS VISCOSISSIMUS#
ASTERACEAE#AMBLYOLEPIS SETIGERA#QUERCETIN-3-O-ALPHA-L-DIGALACTOSIDE
ASTERACEAE#AMBROSIA CHAMISSONIS_var.BIPINNATISECTA#
ASTERACEAE#ANAPHALIS CONTORTA#QUERCETIN
ASTERACEAE#ANAPHALIS MARGARITACEA#QUERCETIN
ASTERACEAE#ANAPHALIS SINICA#QUERCETIN
ASTERACEAE#ANTHEMIS ALTISSIMA#QUERCETIN
ASTERACEAE#ANTHEMIS BIEBERSTEINIANA#QUERCETIN
ASTERACEAE#ANTHEMIS CARPATICA#QUERCETIN
ASTERACEAE#ANTHEMIS COTULA#QUERCETIN
ASTERACEAE#ANTHEMIS TINCTORIA#QUERCETIN
ASTERACEAE#ANVILLEA GARCINI#
ASTERACEAE#ANVILLEA RADIATA#QUERCETIN-3-0-BETA-D-GLUCOSIDE#QUERCETIN-3-0-RHAMNOGLUCOSIDE#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE
ASTERACEAE#ARCTOTIS GRANDIS#QUERCETIN
ASTERACEAE#ARNICA AMPLEXICAULIS#QUERCETIN
ASTERACEAE#ARNICA ANGUSTIFOLIA_ssp.ANGUSTIFOLIA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA ANGUSTIFOLIA_ssp.TOMENTOSA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA CERNUA#QUERCETIN-3-O-DIGLUCOSIDE#QUERCETIN-3-O-GENTIOBIOSIDE
ASTERACEAE#ARNICA CHAMISSONIS_ssp.CHAMISSONIS#QUERCETIN
ASTERACEAE#ARNICA CHAMISSONIS_ssp.FOLIOSA#QUERCETIN#QUERCETIN-3-(6''-O-ACETYL)-BETA-GLUCOSIDE#QUERCETIN-3-O-(6''-O-ACETYL)-BETA-D-GLUCOSIDE
ASTERACEAE#ARNICA CHAMISSONIS_ssp.FOLIOSA_var.INCANA#QUERCETIN#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE
ASTERACEAE#ARNICA CORDIFOLIA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA DISCOIDEA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA FRIGIDA_ssp.FRIGIDA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA FRIGIDA_ssp.GRISCOMII#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA FULGENS#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA GRACILIS#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA LATIFOLIA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA LONCHOPHYLLA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA LONGIFOLIA#QUERCETIN#QUERCETIN-3-O-(6''-O-ACETYL)-BETA-D-GLUCOSIDE
ASTERACEAE#ARNICA LOUISEANA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA MOLLIS#QUERCETIN#QUERCETIN,3-BETA-(6''-O-ACETYL)-GLUCOSIDE#QUERCETIN-3-7-DIGLUCOSIDE
ASTERACEAE#ARNICA MONTANA#QUERCETIN#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE
ASTERACEAE#ARNICA NEVADENSIS#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA PARRYI_ssp.SONNEI#QUERCETIN
ASTERACEAE#ARNICA RYDBERGII#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA SACHALINENSIS#QUERCETIN
ASTERACEAE#ARNICA SORORIA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA SPATHULATA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA VENOSA#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARNICA VISCOSA#QUERCETIN,ISO:#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#ARTEMISIA ABROTANUM#
ASTERACEAE#ARTEMISIA ABSINTHIUM#QUERCETIN
ASTERACEAE#ARTEMISIA ALBA#QUERCETIN
ASTERACEAE#ARTEMISIA ANNUA#QUERCETIN#QUERCETIN-3'-O-BETA-D-GLUCOSIDE
ASTERACEAE#ARTEMISIA APIACEA#QUERCETIN-3-0-BETA-D-GALACTOSIDE
ASTERACEAE#ARTEMISIA ARGYI#QUERCETIN
ASTERACEAE#ARTEMISIA CAPILLARIS#QUERCETIN#QUERCETIN-3-ROBINOBIOSIDE#QUERCETIN-5-O-BETA-D-GLUCOSIDE
ASTERACEAE#ARTEMISIA CINA#QUERCETIN
ASTERACEAE#ARTEMISIA DIFFUSA#QUERCETIN
ASTERACEAE#ARTEMISIA DRACUNCULUS#BIOQUERCETIN#QUERCETIN
ASTERACEAE#ARTEMISIA GLAUCA#
ASTERACEAE#ARTEMISIA HEPTAPOTAMICA#
ASTERACEAE#ARTEMISIA IGNIARIA#QUERCETIN-3-O-RHAMNOPYRANOSIDE
ASTERACEAE#ARTEMISIA LESSINGIANA#
ASTERACEAE#ARTEMISIA LUDOVICIANA#QUERCETIN
ASTERACEAE#ARTEMISIA MOLINIERI#QUERCETIN-3-DIGLUCOSIDE
ASTERACEAE#ARTEMISIA MONOSPERMA#QUERCETIN-5-O-BETA-D-GLUCOSIDE
ASTERACEAE#ARTEMISIA NOVA#QUERCETIN
ASTERACEAE#ARTEMISIA ROXBURGHIANA#
ASTERACEAE#ARTEMISIA SANTOLINIFOLIA#QUERCETIN
ASTERACEAE#ARTEMISIA SANTONICUM#QUERCETIN
ASTERACEAE#ARTEMISIA SCHIMPERI#
ASTERACEAE#ARTEMISIA SCOPARIA#QUERCETIN-3-GLUCOGALACTOSIDE
ASTERACEAE#ARTEMISIA SELENGENSIS#QUERCETIN,ISO:
ASTERACEAE#ARTEMISIA SPICIGERA#QUERCETIN
ASTERACEAE#ARTEMISIA STOLONIFERA#QUERCETIN-3-TRIGLUCOSIDE
ASTERACEAE#ARTEMISIA TRIDENTATA_ssp.TRIDENTATA#QUERCETIN
ASTERACEAE#ARTEMISIA TRIDENTATA_ssp.WYOMINGENSIS#QUERCETIN
ASTERACEAE#ARTEMISIA VULGARIS#QUERCETIN
ASTERACEAE#ASANTHUS SOLIDAGINIFOLIUS#QUERCETIN
ASTERACEAE#ASANTHUS THRYSIFLORUS#QUERCETIN
ASTERACEAE#ASTER AGERATOIDES_var.OVATUS#QUERCETIN
ASTERACEAE#ASTER BRACTEOLATUS#QUERCETIN-3-O-RHAMNOSYL-GALACTOSIDE
ASTERACEAE#ASTER FARRERI#QUERCETIN
ASTERACEAE#ASTER SUBULATUS_var.LIGULATUS#QUERCETIN
ASTERACEAE#ASTER TATARICUS#QUERCETIN
ASTERACEAE#ASTER YOMENA#QUERCETIN
ASTERACEAE#ASTERISCUS GRAVEOLENS#QUERCETIN
ASTERACEAE#ASTERISCUS PYGMAEUS#QUERCETIN
ASTERACEAE#ASTEROTHAMNUS CENTRALASIATICUS#QUERCETIN
ASTERACEAE#ATRACTYLIS CARDUUS_var.ANGUSTIFOLIA#QUERCETIN
ASTERACEAE#BACCHARIS ARTICULATA#QUERCETIN
ASTERACEAE#BACCHARIS BIGELOVII#QUERCETIN
ASTERACEAE#BACCHARIS HALIMIFOLIA#QUERCETIN,3-3'-7-TRIMETHOXY:
ASTERACEAE#BACCHARIS INTERMEDIA#
ASTERACEAE#BACCHARIS KINGII#
ASTERACEAE#BACCHARIS LINEARIS#
ASTERACEAE#BACCHARIS MARITIMA#QUERCETIN
ASTERACEAE#BACCHARIS NEAEI#QUERCETIN,3-7-DIMETHYL:
ASTERACEAE#BACCHARIS PANICULATA#QUERCETIN,3-7-DIMETHYL:
ASTERACEAE#BACCHARIS PTERONIOIDES#QUERCETIN
ASTERACEAE#BACCHARIS SALICIFOLIA#QUERCETIN
ASTERACEAE#BACCHARIS THESIOIDES#QUERCETIN#QUERCETIN-3-O-[BETA-D-APIOFURANOSYL(1-2)-ALPHA-L-RHAMNOPYRANOSYL(1-6)]-BETA-D-GLUCOPYRANOSIDE
ASTERACEAE#BACCHARIS TRIMERA#QUERCETIN
ASTERACEAE#BAERIA CALIFORNICA#QUERCETIN
ASTERACEAE#BAERIA CHRYSOSTOMA#QUERCETIN
ASTERACEAE#BAHIA PRINGLEI#QUERCETIN
ASTERACEAE#BALSAMORHIZA DELTOIDEA#QUERCETIN,4'-O-METHYL:
ASTERACEAE#BALSAMORHIZA MACROPHYLLA#
ASTERACEAE#BELLIDA GRAMINEA#QUERCETIN
ASTERACEAE#BELLIS PERENNIS#QUERCETIN
ASTERACEAE#BIDENS ANDICOLA#QUERCETIN-7-O-BETA-D-GLUCOPYRANOSYL-[(1-6)-ALPHA-L-RHAMNOPYRANOSYL]-(1-2)-ALPHA-L-RHAMNOPYRANOSYL-(1-2)-BETA-D-XYLOPYRANOSIDE#QUERCETIN-7-O-BETA-D-GLUCOPYRANOSYL-[(1-6)-ALPHA-RHAMNOPYRANOSYL]-PYRANOSYL]-(1-2)-BETA-D-XYLOPYRANOSIDE
ASTERACEAE#BIDENS PARVIFLORA#QUERCETIN,ISO:
ASTERACEAE#BIDENS PILOSA#QUERCETIN
ASTERACEAE#BIDENS PILOSA_var.RADIATA#QUERCETIN-3-O-ALPHA-L-RHAMNOSYL(1-6)-BETA-D-GALATOSIDE#QUERCETIN-3-O-ARABINOBIOSIDE
ASTERACEAE#BLUMEA BALSAMIFERA#QUERCETIN
ASTERACEAE#BRICKELLIA ARGUTA_var.ODONTOLEPIS#
ASTERACEAE#BRICKELLIA CHLOROLEPIS#QUERCETIN-3-O-ALPHA-L-RHAMNO-GALACTOSIDE
ASTERACEAE#BRICKELLIA COULTERI#QUERCETIN
ASTERACEAE#BRICKELLIA DIFFUSA#QUERCETIN-3-O-BETA-D-RHAMNO-GLUCOSIDE
ASTERACEAE#BRICKELLIA EUPATORIOIDES#QUERCETIN,3-3'-4'-7-TETRAMETHOXY:
ASTERACEAE#BRICKELLIA GLUTINOSA#QUERCETIN
ASTERACEAE#BRICKELLIA MONOCEPHALA#
ASTERACEAE#BRICKELLIA SCOPARIA#
ASTERACEAE#BRICKELLIA VERNICOSA#
ASTERACEAE#BRICKELLIASTRUM FENDLERI#QUERCETIN
ASTERACEAE#CALENDULA OFFICINALIS#QUERCETIN#QUERCETIN-2-O-2-(G)-RHAMNOSYL-RUTINOSIDE#QUERCETIN-3-O-2(G)-RHAMNOSYL-RUTINOSIDE#QUERCETIN-3-O-NEOHESPERIDOSIDE
ASTERACEAE#CARDUNCELLUS MONSPELIENSIUM#QUERCETIN
ASTERACEAE#CARTHAMUS CYPSICOLA#QUERCETIN-3-O-ALPHA-ARABINOSIDE-7-O-BETA-D-GLUCOSIDE
ASTERACEAE#CARTHAMUS GLAUCUS#QUERCETIN-3-O-ALPHA-ARABINOSIDE-7-O-BETA-D-GLUCOSIDE
ASTERACEAE#CARTHAMUS GLAUCUS_ssp.ALEXANDRINUS#QUERCETIN
ASTERACEAE#CARTHAMUS LANATUS#QUERCETIN#QUERCETIN-3-O-ALPHA-ARABINOSIDE-7-O-BETA-D-GLUCOSIDE
ASTERACEAE#CARTHAMUS OXYCANTHA#QUERCETIN-3-O-ALPHA-ARABINOSIDE-7-O-BETA-D-GLUCOSIDE
ASTERACEAE#CARTHAMUS TINCTORIUS#QUERCETIN#QUERCETIN-3-7-DIGLUCOSIDE#QUERCETIN-3-O-ALPHA-ARABINOSIDE-7-O-BETA-D-GLUCOSIDE#QUERCETIN-7-O-(6''-O-ACETYL)-BETA-D-GLUCOSIDE
ASTERACEAE#CARTHAMUS TINCTORIUS_cv.KENBA#QUERCETIN-3-O-ALPHA-L-RHAMNOSIDE-7-O-BETA-D-GLUCURONIDE
ASTERACEAE#CASSINIA SUBTROPICA#QUERCETIN
ASTERACEAE#CENTAUREA ALEXANDRINA#QUERCETIN
ASTERACEAE#CENTAUREA BRACTEATA#QUERCETIN-3-3'-DISULFATE
ASTERACEAE#CENTAUREA CALCITRAPA#QUERCETIN
ASTERACEAE#CENTAUREA CHILENSIS#QUERCETIN
ASTERACEAE#CENTAUREA COLLINA#QUERCETIN
ASTERACEAE#CENTAUREA CORONOPIFOLIA#
ASTERACEAE#CENTAUREA CYANUS#QUERCETIN
ASTERACEAE#CENTAUREA FLOCCOSA#QUERCETIN
ASTERACEAE#CENTAUREA GLOMERATA#QUERCETIN
ASTERACEAE#CENTAUREA INCANA#QUERCETIN,6-METHOXY:
ASTERACEAE#CENTAUREA KOTSCHYI_var.KOTSCHYI#QUERCETIN
ASTERACEAE#CENTAUREA MELITENSIS#
ASTERACEAE#CENTAUREA PALLESCENS#QUERCETIN
ASTERACEAE#CENTAUREA SOLSTITIALIS#QUERCETIN#QUERCETIN,6-METHOXY-3-O-METHYL:#QUERCETIN,6-METHOXY:
ASTERACEAE#CENTIPEDA MINIMA#QUERCETIN
ASTERACEAE#CHROMOLAENA ODORATA#QUERCETIN
ASTERACEAE#CHRYSANTHEMUM BOREALE#
ASTERACEAE#CHRYSANTHEMUM CORONARIUM#QUERCETIN
ASTERACEAE#CHRYSANTHEMUM INDICUM#QUERCETIN-3-7-DI-O-BETA-D-GLUCOPYRANOSIDE
ASTERACEAE#CHRYSANTHEMUM LAVANDULAEFOLIUM#
ASTERACEAE#CHRYSANTHEMUM LEUCANTHEMUM#QUERCETIN
ASTERACEAE#CHRYSOTHAMNUS PULCHELLUS#QUERCETIN
ASTERACEAE#CHRYSOTHAMNUS VISCIDIFLORUS#
ASTERACEAE#CHUQUIRAGA PARVIFLORA#QUERCETIN
ASTERACEAE#CHUQUIRAGA STRAMINEA#QUERCETIN
ASTERACEAE#CICERBITA PLUMIERI#QUERCETIN
ASTERACEAE#CICHORIUM ENDIVIA#QUERCETIN
ASTERACEAE#CICHORIUM INTYBUS#QUERCETIN
ASTERACEAE#CIRSIUM ARVENSE#QUERCETIN-3-O-RHAMNOGLUCOSIDE
ASTERACEAE#CIRSIUM OLERACEUM#QUERCETIN
ASTERACEAE#CONYZA AEGYPTIACA#QUERCETIN
ASTERACEAE#CONYZA BLINII#QUERCETIN
ASTERACEAE#CONYZA BONARIENSIS#QUERCETIN
ASTERACEAE#CONYZA DIOSCORIDIS#QUERCETIN#QUERCETIN-3-7-DISULFATE
ASTERACEAE#CONYZA DISCORIDIS#QUERCETIN,3'-O-METHYL:#TRANSILIN-(3-O-METHYLQUERCETIN-7-O-BETA-D-GLUCOPYRANOSIDE)
ASTERACEAE#CONYZA FILAGINOIDES#QUERCETIN#QUERCETIN-3-O-(6''-O-TRANS-CAFFEOYL)-BETA-E-GLUCOPYRANOSIDE
ASTERACEAE#CONYZA IVAEFOLIA#QUERCETIN
ASTERACEAE#CONYZA PALLIDIFLORA#QUERCETIN
ASTERACEAE#COSMOS CAUDATUS#QUERCETIN#QUERCETIN-3-0-BETA-D-ARABINOFURANOSIDE#QUERCETIN-3-0-BETA-D-GLUCOSIDE#QUERCETIN-3-0-BETA-D-RHAMNOSIDE
ASTERACEAE#COTULA BARBATA#QUERCETIN-5-O-BETA-D-GLUCOSIDE
ASTERACEAE#COTULA CINEREA#QUERCETIN
ASTERACEAE#COTULA TURBINATA#QUERCETIN-5-O-BETA-D-GLUCOSIDE
ASTERACEAE#CREPIS DIVARICATA#QUERCETIN
ASTERACEAE#CREPIS PYGMAEA#QUERCETIN
ASTERACEAE#CRITONIA DALEOIDES#QUERCETIN#QUERCETIN-3-O-BETA-D-GALACTOPYRANOSYL-O-ALPHA-L-RHAMNOPYRANOSIDE
ASTERACEAE#CULCITIUM REFLEXUM#QUERCETIN#QUERCETIN-3-O-BETA-D-GALACTOPYRANOSIDE-4'-O-BETA-D-GLUCOPYRANOSIDE
ASTERACEAE#CYNARA CORNIGERA#QUERCETIN
ASTERACEAE#CYNARA HUMILIS#QUERCETIN
ASTERACEAE#CYNARA SCOLYMUS#QUERCETIN
ASTERACEAE#CYNARA SIBTHORPIANA#QUERCETIN
ASTERACEAE#DENDRANTHEMA ARCTICUM#QUERCETIN-5-O-BETA-D-GLUCOSIDE
ASTERACEAE#DENDRANTHEMA MORIFOLIUM#QUERCETIN
ASTERACEAE#DESMANTHODIUM FRUTICOSUM#CQUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#DESMANTHODIUM HONDURENSE#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#DESMANTHODIUM PERFOLIATUM#QUERCETIN-3-O-DIGLUCOSIDE
ASTERACEAE#DICOMA TOMENTOSA#QUERCETIN
ASTERACEAE#DITTRICHIA VISCOSA#QUERCETIN,3-3'-DIMETHOXY:
ASTERACEAE#DORONICUM GRANDIFLORUM#QUERCETIN#QUERCETIN-3-(6''-O-ACETYL)-GLUCOSIDE
ASTERACEAE#DORONICUM MACROPHYLLUM#QUERCETIN
ASTERACEAE#DUGALDIA INTEGRIFOLIA#QUERCETIN
ASTERACEAE#ECHINOPS ECHINATUS#QUERCETIN
ASTERACEAE#ECHINOPS GRIJISII#QUERCETIN
ASTERACEAE#ECHINOPS RITRO#QUERCETIN
ASTERACEAE#ECLIPTA ALBA#QUERCETIN
ASTERACEAE#EMILIA SONCHIFOLIA#QUERCETIN
ASTERACEAE#ENCELIA CALIFORNICA#QUERCETIN,3-7-DI-O-METHYL:
ASTERACEAE#ENCELIA DENSIFOLIA#QUERCETIN,3-4'-7-TRI-O-METHYL:
ASTERACEAE#ENCELIA LACINIATA#QUERCETIN,3-7-DI-O-METHYL:
ASTERACEAE#ENCELIA PALMERI#QUERCETIN,3-3'-7-TRI-O-METHYL:
ASTERACEAE#ENCELIA STENOPHYLLA#QUERCETIN
ASTERACEAE#ENCELIA VENTORUM#QUERCETIN
ASTERACEAE#ENCELIA VIRGINENSIS#QUERCETIN
ASTERACEAE#ERICAMERIA DIFFUSA#QUERCETIN
ASTERACEAE#ERIGERON BREVISCAPUS#QUERCETIN
ASTERACEAE#ERIGERON CANADENSIS#QUERCETIN
ASTERACEAE#ERIOCEPHALUS PUNCTULATUS#QUERCETIN
ASTERACEAE#ESPELETIA BARCLAYANA#QUERCETIN#QUERCETIN,3-METHOXY:
ASTERACEAE#ESPELETIA KILLIPII#QUERCETIN
ASTERACEAE#ESPELETIA SCHULTZII#QUERCETIN
ASTERACEAE#ESPELETIOPSIS MUISKA#
ASTERACEAE#EUPATORIUM ALBUM#QUERCETIN
ASTERACEAE#EUPATORIUM CANNABINUM#QUERCETIN
ASTERACEAE#EUPATORIUM CAPILLIFOLIUM#
ASTERACEAE#EUPATORIUM CUNEIFOLIUM#QUERCETIN
ASTERACEAE#EUPATORIUM FISTULOSUM#QUERCETIN
ASTERACEAE#EUPATORIUM GLANDULOSUM#QUERCETIN
ASTERACEAE#EUPATORIUM GRACILE#QUERCETIN
ASTERACEAE#EUPATORIUM HYSSOPIFOLIUM#QUERCETIN
ASTERACEAE#EUPATORIUM HYSSOPIFOLIUM_var.CALCARATUM#QUERCETIN
ASTERACEAE#EUPATORIUM LAEVE#QUERCETIN
ASTERACEAE#EUPATORIUM LINDLEYANUM#QUERCETIN
ASTERACEAE#EUPATORIUM ROTUNDIFOLIUM#QUERCETIN
ASTERACEAE#EUPATORIUM SEROTINUM#QUERCETIN
ASTERACEAE#EUPATORIUM SESSILIFOLIUM#QUERCETIN
ASTERACEAE#EUPATORIUM SUBHASTATUM#QUERCETIN
ASTERACEAE#EURYOPS ARABICUS#QUERCETIN-3-O-[RUTINOSIDE-2''-O-(1-HYDROXY-4-OXO-CYCLOHEXYL)-ACETATE]
ASTERACEAE#EURYOPS EVANSII#QUERCETIN
ASTERACEAE#EURYOPS GALPINII#QUERCETIN
ASTERACEAE#EURYOPS LATERIFLORUS#QUERCETIN
ASTERACEAE#EURYOPS PECTINATUS#QUERCETIN
ASTERACEAE#EURYOPS VIRGINEUS#QUERCETIN
ASTERACEAE#FILAGO DESERTORUM#QUERCETIN
ASTERACEAE#FLAVERIA BIDENTIS#QUERCETIN#QUERCETIN-3-3'-7-TRISULFATE#QUERCETIN-3-ACETYL-3'-4'-7-TRISULFATE#QUERCETIN-ACETYL-TRISULFATE
ASTERACEAE#FLAVERIA BIDENTIS_var.ANGUSTIFOLIA#QUERCETIN-3-4'-DISULFATE#QUERCETIN-3-SULFATE
ASTERACEAE#FLAVERIA CHLORAEFOLIA#QUERCETIN-3-3'-DISULFATE#QUERCETIN-3-4'-DISULFATE#QUERCETIN-3-SULFATE
ASTERACEAE#FLOURENSIA CERNUA#QUERCETIN,3-7-DIMETHOXY:
ASTERACEAE#GERAEA VISCIDA#QUERCETIN,3-METHOXY:
ASTERACEAE#GERBERA JAMESONII#QUERCETIN-3-O-BETA-D-MALONYL-GLUCOSIDE
ASTERACEAE#GNAPHALIUM AFFINE#QUERCETIN
ASTERACEAE#GNAPHALIUM GRACILE#QUERCETIN#QUERCETIN,3-METHOXY:
ASTERACEAE#GNAPHALIUM OXYPHYLLUM_var.OXYPHYLLUM#QUERCETIN,3-METHOXY:
ASTERACEAE#GNAPHALIUM PELLITUM#QUERCETIN
ASTERACEAE#GNAPHALIUM SYLVATICUM#QUERCETIN
ASTERACEAE#GOCHNATIA FOLIOSA_var.FASCICULARIS#QUERCETIN,3'-METHYL:#QUERCETIN,3-7'-DIMETHYL:
ASTERACEAE#GRINDELIA APHANACTIS#QUERCETIN
ASTERACEAE#GRINDELIA CAMPORUM#QUERCETIN
ASTERACEAE#GRINDELIA CHILOENSIS#QUERCETIN
ASTERACEAE#GRINDELIA DISCOIDEA#
ASTERACEAE#GRINDELIA PULCHELLA#QUERCETIN
ASTERACEAE#GRINDELIA ROBUSTA#QUERCETIN,3-METHOXY:
ASTERACEAE#GRINDELIA SQUARROSA#QUERCETIN#QUERCETIN,3-3'-4'-7-TETRAMETHOXY:
ASTERACEAE#GRINDELIA TARAPACANA#
ASTERACEAE#GUTIERREZIA ALAMANII_var.MEGALOCEPHALA#QUERCETIN
ASTERACEAE#GUTIERREZIA GRANDIS#QUERCETIN
ASTERACEAE#GUTIERREZIA MICROCEPHALA#QUERCETIN#QUERCETIN,3-7-DIMETHYL:
ASTERACEAE#GUTIERREZIA SAROTHRAE#
ASTERACEAE#GUTIERREZIA SPHAEROCEPHALA#QUERCETIN
ASTERACEAE#GUTIERREZIA WRIGHTII#QUERCETIN
ASTERACEAE#GYNURA PROCUMBENS#QUERCETIN#QUERCETIN-3-O-RHAMNOSYL(1-2)-GALACTOSIDE#QUERCETIN-3-O-RHAMNOSYL(1-6)-GALACTOSIDE#QUERCETIN-3-O-RHAMNOSYL(1-6)-GLUCOSIDE
ASTERACEAE#HAPLOPAPPUS CILIATUS#QUERCETIN
ASTERACEAE#HAPLOPAPPUS FOLIOSUS#
ASTERACEAE#HAPLOPAPPUS INTEGERRIMUS_var.PUNCTATUS#QUERCETIN
ASTERACEAE#HAPLOPAPPUS LARICIFOLIUS#QUERCETIN
ASTERACEAE#HAPLOPAPPUS MULTIFOLIUS#
ASTERACEAE#HAPLOPAPPUS SCROBICULATUS#QUERCETIN
ASTERACEAE#HAPLOPAPPUS SERICEUS#QUERCETIN
ASTERACEAE#HAPLOPAPPUS VELUTINUS#QUERCETIN
ASTERACEAE#HAZARDIA SQUARROSA_var.GRINDELIOIDES#QUERCETIN
ASTERACEAE#HELENIUM ATACAMENSE#QUERCETIN
ASTERACEAE#HELENIUM HOOPESII#QUERCETIN-3-(O-ACETYL)-BETA-D-GLUCOSIDE
ASTERACEAE#HELIANTHUS ANNUUS#QUERCETIN
ASTERACEAE#HELIANTHUS TUBEROSUS#QUERCETIN
